Course ID,Course code,Course number,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Key,Faculty,Department,Program,Level,Degree,Title,Description,Metadata,Type,Website
25330,MECH,375,Mechanical Vibrations,3.5,LEC,Lecture,Course Prerequisite: AERO 371 or MECH370,UGRD,MECH 375 = MECH 443,GCS_389,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechanical Vibrations,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25330,MECH,375,Mechanical Vibrations,3.5,TUT,Tutorial,Course Prerequisite: AERO 371 or MECH370,UGRD,MECH 375 = MECH 443,GCS_389,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechanical Vibrations,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25331,MECH,390,Mechanical Engineering Design Project,3.5,LAB,Laboratory,"Prerequisite/Corequisite:

The following courses must be completed previously: ENCS 282; MECH 311 or MIAE 311; MECH 343; MIAE 380. The following course must be completed previously or concurrently: MECH 344.",UGRD,,GCS_390,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechanical Engineering Design Project,Team-based design project,Capstone project,Course-integrated,No website provided
25331,MECH,390,Mechanical Engineering Design Project,3.5,LEC,Lecture,"Prerequisite/Corequisite:

The following courses must be completed previously: ENCS 282; MECH 311 or MIAE 311; MECH 343; MIAE 380. The following course must be completed previously or concurrently: MECH 344.",UGRD,,GCS_390,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechanical Engineering Design Project,Team-based design project,Capstone project,Course-integrated,No website provided
25331,MECH,390,Mechanical Engineering Design Project,3.5,TUT,Tutorial,"Prerequisite/Corequisite:

The following courses must be completed previously: ENCS 282; MECH 311 or MIAE 311; MECH 343; MIAE 380. The following course must be completed previously or concurrently: MECH 344.",UGRD,,GCS_390,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechanical Engineering Design Project,Team-based design project,Capstone project,Course-integrated,No website provided
25333,MECH,412,Computer-Aided Mechanical Design,3.5,LAB,Laboratory,Prerequisite: MECH 313 or MIAE 313,UGRD,,GCS_392,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Computer-Aided Mechanical Design,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25333,MECH,412,Computer-Aided Mechanical Design,3.5,LEC,Lecture,Prerequisite: MECH 313 or MIAE 313,UGRD,,GCS_392,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Computer-Aided Mechanical Design,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25335,MECH,414,Computer Numerically Controlled Machining,3.5,LAB,Laboratory,Prerequisite: MECH 311 or MIAE 311; MECH 412; MIAE 312 (  previously or concurrently),UGRD,,GCS_393,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Computer Numerically Controlled Machining,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25335,MECH,414,Computer Numerically Controlled Machining,3.5,LEC,Lecture,Prerequisite: MECH 311 or MIAE 311; MECH 412; MIAE 312 (  previously or concurrently),UGRD,,GCS_393,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Computer Numerically Controlled Machining,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25337,MECH,421,Mechanical Shaping of Metals and Plastics,3.5,LAB,Laboratory,Prerequisite: MECH 221 or MIAE 221,UGRD,,GCS_394,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechanical Shaping of Metals and Plastics,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25337,MECH,421,Mechanical Shaping of Metals and Plastics,3.5,LEC,Lecture,Prerequisite: MECH 221 or MIAE 221,UGRD,,GCS_394,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechanical Shaping of Metals and Plastics,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25339,MECH,423,"Casting, Welding, Heat Treating, and Non-Destructive Testing",3.5,LAB,Laboratory,Prerequisite: MECH 221 or MIAE 221,UGRD,,GCS_395,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,"Casting, Welding, Heat Treating, and Non-Destructive Testing","Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25339,MECH,423,"Casting, Welding, Heat Treating, and Non-Destructive Testing",3.5,LEC,Lecture,Prerequisite: MECH 221 or MIAE 221,UGRD,,GCS_395,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,"Casting, Welding, Heat Treating, and Non-Destructive Testing","Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25339,MECH,423,"Casting, Welding, Heat Treating, and Non-Destructive Testing",3.5,TUT,Tutorial,Prerequisite: MECH 221 or MIAE 221,UGRD,,GCS_395,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,"Casting, Welding, Heat Treating, and Non-Destructive Testing","Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25340,MECH,424,MEMS — Design and Fabrication,3.5,LAB,Laboratory,Prerequisite: MECH 311 or MIAE 311; MECH 343; MIAE 312 ( previously or co-currently),UGRD,,GCS_396,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MEMS - Design and Fabrication,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25340,MECH,424,MEMS — Design and Fabrication,3.5,LEC,Lecture,Prerequisite: MECH 311 or MIAE 311; MECH 343; MIAE 312 ( previously or co-currently),UGRD,,GCS_396,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MEMS - Design and Fabrication,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25341,MECH,425,Manufacturing of Composites,3.5,LAB,Laboratory,Prerequisite: MECH 311 or MIAE 311; MIAE 312 (previously or co-currently),UGRD,,GCS_397,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Manufacturing of Composites,"Simulation,  Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics;Simulations,Course-integrated,No website provided
25341,MECH,425,Manufacturing of Composites,3.5,LEC,Lecture,Prerequisite: MECH 311 or MIAE 311; MIAE 312 (previously or co-currently),UGRD,,GCS_397,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Manufacturing of Composites,"Simulation,  Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics;Simulations,Course-integrated,No website provided
25349,MECH,447,Fundamentals of Vehicle System Design,3.0,LEC,Lecture,"Course Prerequisite:The following courses must be completed previously: MECH 343,
MECH 375 .",UGRD,,GCS_398,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Fundamentals of Vehicle System Design,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25352,MECH,452,Heat Transfer II,3.5,LAB,Laboratory,"MECH 351, MECH 352, MECH 361",UGRD,,GCS_399,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Heat Transfer II,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25352,MECH,452,Heat Transfer II,3.5,LEC,Lecture,"MECH 351, MECH 352, MECH 361",UGRD,,GCS_399,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Heat Transfer II,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25356,MECH,460,Finite Element Analysis,3.75,LAB,Laboratory,Course Prerequisite: ENGR391; ENGR244,UGRD,ENGR 460 = MECH 460,GCS_400,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Finite Element Analysis,"Laboratory: 3 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25356,MECH,460,Finite Element Analysis,3.75,LEC,Lecture,Course Prerequisite: ENGR391; ENGR244,UGRD,ENGR 460 = MECH 460,GCS_400,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Finite Element Analysis,"Laboratory: 3 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25357,MECH,461,Gas Dynamics,3.5,LAB,Laboratory,Course Prerequisite: MECH361;,UGRD,,GCS_401,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Gas Dynamics,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25357,MECH,461,Gas Dynamics,3.5,LEC,Lecture,Course Prerequisite: MECH361;,UGRD,,GCS_401,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Gas Dynamics,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25357,MECH,461,Gas Dynamics,3.5,REA,Reading,Course Prerequisite: MECH361;,UGRD,,GCS_401,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Gas Dynamics,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25359,MECH,463,Fluid Power Control,3.5,LAB,Laboratory,Prerequisite: ENGR 361; MECH 371,UGRD,,GCS_402,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Fluid Power Control,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25359,MECH,463,Fluid Power Control,3.5,LEC,Lecture,Prerequisite: ENGR 361; MECH 371,UGRD,,GCS_402,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Fluid Power Control,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25363,MECH,471,Microcontrollers for Mechatronics,3.5,LAB,Laboratory,Course Prerequisite: MECH368;  ENGR311,UGRD,,GCS_403,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Microcontrollers for Mechatronics,"Hands-on project, Laboratory: 2 hours per week, alternate weeks, 3D printer project incorporated",Capstone project;Laboratory/Clinics,Course-integrated,No website provided
25363,MECH,471,Microcontrollers for Mechatronics,3.5,LEC,Lecture,Course Prerequisite: MECH368;  ENGR311,UGRD,,GCS_403,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Microcontrollers for Mechatronics,"Hands-on project, Laboratory: 2 hours per week, alternate weeks, 3D printer project incorporated",Capstone project;Laboratory/Clinics,Course-integrated,No website provided
25364,MECH,472,Mechatronics and Automation,3.5,LAB,Laboratory,Prerequisite: MECH 215 or MIAE 215; MECH 371 previously or concurrently,UGRD,,GCS_404,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechatronics and Automation,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25364,MECH,472,Mechatronics and Automation,3.5,LEC,Lecture,Prerequisite: MECH 215 or MIAE 215; MECH 371 previously or concurrently,UGRD,,GCS_404,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechatronics and Automation,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25365,MECH,473,Control System Design,3.5,LAB,Laboratory,Course Prerequisite: ELEC372 or MECH371,UGRD,ENGR 473 = MECH 473,GCS_405,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Control System Design,"Lab project, Laboratory: 2 hours per week, alternate weeks, 3D printer project incorporated",Laboratory/Clinics,Course-integrated,No website provided
25365,MECH,473,Control System Design,3.5,LEC,Lecture,Course Prerequisite: ELEC372 or MECH371,UGRD,ENGR 473 = MECH 473,GCS_405,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Control System Design,"Lab project, Laboratory: 2 hours per week, alternate weeks, 3D printer project incorporated",Laboratory/Clinics,Course-integrated,No website provided
25366,MECH,474,Mechatronics,3.75,LAB,Laboratory,Course Prerequisite: ELEC372 or MECH371,UGRD,,GCS_406,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechatronics,"Laboratory: 3 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25366,MECH,474,Mechatronics,3.75,LEC,Lecture,Course Prerequisite: ELEC372 or MECH371,UGRD,,GCS_406,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,Mechatronics,"Laboratory: 3 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,No website provided
25375,MECH,490A, Capstone Mechanical Engineering Design Project,4.0,LAB,Laboratory,"Course Prerequisite: ENGR301, MECH390; MECH344; ENCS282",UGRD,,GCS_407,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,"Capstone Mechanical Engineering Design Project (also listed as MECH 490B, MECH490C)","design, simulation or experimental capstone design project",Capstone project,Course-integrated,No website provided
25375,MECH,490A, Capstone Mechanical Engineering Design Project,4.0,LEC,Lecture,"Course Prerequisite: ENGR301, MECH390; MECH344; ENCS282",UGRD,,GCS_407,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,"Capstone Mechanical Engineering Design Project (also listed as MECH 490B, MECH490C)","design, simulation or experimental capstone design project",Capstone project,Course-integrated,No website provided
25407,MECH,6041,VIRTUAL SYSTEMS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_410,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Virtual Systems Engineering,A project is required,,Course-integrated,No website provided
25407,MECH,6041,VIRTUAL SYSTEMS,4.0,REA,Reading,This course is reserved for MIAE students only,GRAD,,GCS_410,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Virtual Systems Engineering,A project is required,,Course-integrated,No website provided
25414,MECH,6101,KINETIC THEORY OF GASES,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_415,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Kinetic Theory of Gases,A project on specific topic or applications is required,,Course-integrated,No website provided
25418,MECH,6131,CONDUCT N+RADIA N HEAT TRANS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_418,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Conduction and Radiation Heat Transfer,A project on selected topics is required,,Course-integrated,No website provided
25420,MECH,6141,HEAT EXCHANGER DESIGN,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_419,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Heat Exchanger Design,A project on selected topics is required,,Course-integrated,No website provided
25426,MECH,6191,COMBUSTION,4.0,LEC,Lecture,"You must complete 1 of the following rules   Course Prerequisite: MECH6111, MECH461",GRAD,,GCS_423,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Combustion,Projects on selected topics are required,,Course-integrated,No website provided
25430,MECH,6231,HELICOPTER FLIGHT DYNAMICS,4.0,LEC,Lecture,Course Corequisite: ENGR6311 You must complete 1 of the following rules   Course Prerequisite: MECH464; Course Corequisite: MECH6121,GRAD,,GCS_424,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Helicopter Flight Dynamics,Case studies and projects on selected topics are required,,Course-integrated,No website provided
25432,MECH,6241,OPERATIONAL PERF./AIRCRAFT,4.0,LEC,Lecture,"You must complete 1 of the following rules   Course Prerequisite: MECH6121, MECH464",GRAD,,GCS_425,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Operational Performance of Aircraft,Projects on selected topics are required,,Course-integrated,No website provided
25435,MECH,6301,VIBR. PROB. IN ROTAT. MACH.,4.0,LEC,Lecture,Prerequisite: ENGR 6311.,GRAD,,GCS_427,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Vibration Problems in Rotating Machinery,Projects on selected applications are required,,Course-integrated,No website provided
25437,MECH,6311,NOISE + VIBRATION CONTROL,4.0,LEC,Lecture,Prerequisite: ENGR 6311.,GRAD,,GCS_428,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Noise and Vibration Control,Projects on selected applications are required,,Course-integrated,No website provided
25439,MECH,6321,OPT. DESIGN OF MECH. SYST.,4.0,LEC,Lecture,,GRAD,,GCS_429,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Optimum Design of Mechanical Systems,An optimization project on selected topics is required,,Course-integrated,No website provided
25441,MECH,6351,MODAL ANALYSIS/MECH.SYSTEMS,4.0,LEC,Lecture,Prerequisite: ENGR 6311.,GRAD,,GCS_431,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Modal Analysis of Mechanical Systems,Projects on selected applications are required,,Course-integrated,No website provided
25443,MECH,6361,MECHANICS+BIOL. TISSUES,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_432,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Mechanics of Biological Tissues,A project on current topic is required,,Course-integrated,No website provided
25446,MECH,6421,METAL MACH.+SURFACE TECH.,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_433,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Metal Machining and Surface Technology,A project on selected topics is required,,Course-integrated,No website provided
25448,MECH,6431,INTRO TO TRIBOLOGY,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_434,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,"Introduction to Tribology (Wear, Friction and Lubrication)",A project on specific topic or applications is required,,Course-integrated,No website provided
25450,MECH,6441,STRESS ANALYSIS/MECH DESIGN,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_435,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Stress Analysis in Mechanical Design,"Case studies, and project from selected applications are required",,Course-integrated,No website provided
25452,MECH,6451,COMPUTER-AIDED MECH. DESIGN,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_436,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Computer-Aided Mechanical Design,A project is required,,Course-integrated,No website provided
25455,MECH,6491,ENGR METROL & MESRT SYSTEMS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_438,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Engineering Metrology and Measurement Systems,A project is required,,Course-integrated,No website provided
25457,MECH,6501,ADVANCED MATERIALS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_439,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Advanced Materials,A project on selected topics of current interest is required,,Course-integrated,No website provided
25461,MECH,6531,CASTING,4.0,LEC,Lecture,This course is reserved for MIAE students only; never taken MECH 472,GRAD,,GCS_442,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Casting,A project on current research topic and selected applications is required,,Course-integrated,No website provided
25461,MECH,6531,CASTING,4.0,REA,Reading,This course is reserved for MIAE students only; never taken MECH 472,GRAD,,GCS_442,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Casting,A project on current research topic and selected applications is required,,Course-integrated,No website provided
25463,MECH,6541,JOIN G PROC+NONDESTRUC.TEST.,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_443,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Joining Processes and Nondestructive Testing,A project on current research topic or selected applications is required,,Course-integrated,No website provided
25465,MECH,6551,FRACTURE,4.0,REA,Reading,This course is reserved for MIAE students only,GRAD,,GCS_444,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Fracture,A project on current research topics and selected applications is required,,Course-integrated,No website provided
25467,MECH,6561,HIGH STRENGTH MATERIALS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_445,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,High Strength Materials,A project on current research topics and selected applications is required,,Course-integrated,No website provided
25472,MECH,6601,TEST.EVAL./COMP.MATS.+STRUC.,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_448,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Testing and Evaluation of Polymer Composite Materials and Structures,A project on selected topics of current interest is required,,Course-integrated,No website provided
25474,MECH,6611,NUMERICALLY CONTROLLED MACH.,4.0,LEC,Lecture,Course Prerequisite: MECH6451,GRAD,,GCS_449,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Numerically Controlled Machines,A design project on multi-surface machine parts is required,,Course-integrated,No website provided
25478,MECH,6641,ENG. FRACTURE MECH.+FATIGUE,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_452,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Engineering Fracture Mechanics and Fatigue,A case study or project on selected applications is required,,Course-integrated,No website provided
25479,MECH,6651,STUCTURAL COMPOSITES,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_453,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Structural Composite,A project on selected applications is required,,Course-integrated,No website provided
25480,MECH,6661,THERMODYN/PHASE EQUILIB/MATS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_454,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Thermodynamics and Phase Equilibria of Materials,A project is required,,Course-integrated,No website provided
25482,MECH,6671,F.E.M. IN MACHINE DESIGN,4.0,LEC,Lecture,Prerequisite: MECH 6441.,GRAD,,GCS_455,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Finite Element Method in Machine Design,A case study or project on selected applications is required,,Course-integrated,No website provided
25483,MECH,6681,DYNAMICS+CNTL.NONHOLO.SYST.,4.0,LEC,Lecture,This course is reserved for MIAE students,GRAD,,GCS_456,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Dynamics and Control of Nonholonomic Systems,A project is required,,Course-integrated,No website provided
25484,MECH,6691,OPTICAL MICROSYSTEMS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_457,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Optical Microsystems,A project is required,,Course-integrated,No website provided
25521,MECH,7101,CONVECTION HEAT TRANSFER,4.0,LEC,Lecture,Prerequisite: ENGR 6201.,GRAD,,GCS_464,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Convection Heat Transfer,Project or term paper required,,Course-integrated,No website provided
25532,MECH,7501,DESIGN USING COMPOSITE MAT,4.0,LEC,Lecture,Course Prerequisite: MECH6581,GRAD,,GCS_465,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Design Using Composite Materials,A project on selected topics is required,,Course-integrated,No website provided
25533,MECH,7511,VEHICLE VIBRATION+CONTROL,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_466,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Vehicle Vibration and Control,Projects on selected applications are required,,Course-integrated,No website provided
41837,MECH,6021,DESIGN/INDUSTRIAL CTRL. SYS.,4.0,LEC,Lecture,Never Taken/Not Registered: MECH473,GRAD,,GCS_409,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Design of Industrial Control Systems,A project on specific topic or applications is required,,Course-integrated,No website provided
41838,MECH,6051,PROCESS DYNAMICS+CONTROL,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_411,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,Process Dynamics and Control,A project on selected topics of current interest is required,,Course-integrated,No website provided
41839,MECH,6061,ANALY+DES/HYDRAUL CTRL. SYS.,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_412,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Analysis and Design of Hydraulic Control Systems,A projects on selected topics is required,,Course-integrated,No website provided
41840,MECH,6091,FLIGHT CONTROL SYSTEMS,4.0,LEC,Lecture,This course is reserved for MIAE students only,GRAD,,GCS_414,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Flight Control Systems,"Flight simulation, Projects on selected topics are required",,Course-integrated,No website provided
41841,MECH,6111,GAS DYNAMICS,4.0,LEC,Lecture,Never Taken/Not Registered: MECH461,GRAD,,GCS_416,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,Gas Dynamics,A project on specific applications is required,,Course-integrated,No website provided
